Africa n.非洲
backsaw [bæk,sɔ:] n.(以金属在背部加厚的)短锯
backset ['bækset] n.挫折,涡流,倒退,逆流
backside ['bæk'said] n.背后,背部,后方
backslap ['bæk,slæp] v.拍背以示友好
backslash ['bækslæʃ] 反斜线符号
backslide ['bæk,slaid] v.倒退n.倒退
backsliding ['bækslaidiŋ] 倒退
backspace ['bæk,speis] vi.退后一格n.退格
backspin ['bækspin] n.(球,轮等的)逆转,倒旋
backstage ['bæk'steidʒ] adv.在后台,向后台
backstairs ['bæk'stɛəz] n.后面楼梯,厨房门adj.秘密的,诡秘的
backstay ['bæk,stei] n.[船]桅杆,后部支索撑物
backstitch ['bækstitʃ] n.[纺]回针针迹,倒缝,连续缝v.倒缝
backstroke ['bækstrəuk] n.vi.反手拍球,仰泳vt.用反手击
backswept ['bækswept] adj.向后倾斜的
backsword ['bæk'sɔ:d] n.单刃刀,木剑
backtrack ['bæktræk] vi.(由原路)返回,退走,撤退,放弃
backup ['bæk,ʌp] n.后援,支持,阻塞vt.做备份adj.候补的,
backward ['bækwəd] adv.adj.向后地(的),相反地(的),追溯,退步,由好变坏
backwards ['bækwədz] adv.向后
backwash ['bækwɔʃ] n.浪涛,逆流,反响
backwater ['bæk,wɔ:tə] n.死水,停滞不进的状态或地方
backwaters 停滞不前的地方
backwoods ['bækwudz] n.未开垦地,(偏僻的森林地带)
backwoodsman ['bækwudzmən] n.住在边远地区的人
backyard ['bækjɑ:d] n.后院,后庭,<美>(住宅的)场院
bacon ['beikən] n.咸肉,熏肉
bacteremia [,bæktə'ri:miə] n.菌血症
bacteria [bæk'tiəriə] n.细菌
bacterial [bæk'tiriəl] adj.细菌的
bactericidal [bæk,tiəri'saidl] adj.杀菌的
bactericide [bæk'tiərisaid] n.杀菌剂
bacterin ['bæktiərin] n.疫苗,菌苗
bacteriology [bæk,tiəriə'ɔlədʒi] n.细菌学
bacteriolysis [bæk,tiəri'ɔlisis] n.细菌分解处理,溶菌作用
bacteriostasis [bæk,tiəriə'steisis] n.细菌抑制,阻止细菌繁殖法
bacterium [bæk'tiəriəm] n.细菌
bacterization [bæktərə'zeiʃən] n.借细菌作用治疗或改变
bacterize ['bæktiəraiz] v.借细菌作用治疗或改变
bacteroid ['bæktərɔid] n.似细菌adj.细菌状的
baculiform adj.[生]杆状的,棒状的
bad [bæd] adj.劣质的,有害的,坏的,不利的,不健康
badderlocks n.翅菜(一种棕黑色大海草)
bade [bæd] vbl.bid的过去式
badge [bædʒ] n.徽章,证章
badger ['bædʒə] v.一再烦扰,一再要求
badinage ['bædinɑ:ʒ] n.打趣，嘲弄
badly ['bædli] adv.严重地,恶劣地
badminton ['bædmintən] n.羽毛球
badtempered adj.脾气暴躁的,易怒的
baffle ['bæfl] vt.困惑,阻碍,为难
bafflement ['bæfəlmənt] n.阻碍,迷惑
baffling ['bæfliŋ] adj.令人困惑的
bag [bæg] n.袋子,猎获物
bagasse [bə'gæs] n.甘蔗渣
bagatelle [,bægə'tel] n.小事，琐事
bagel ['beigəl] n.百吉饼(先蒸后烤的发面圈)
bagful ['bægful] n.满口袋
baggage ['bægidʒ] n.行李,[军]辎重
bagging ['bægiŋ] n.装袋,制袋材料
baggy ['bægi] adj.袋状的,松垂的
bagman ['bægmən] n.推销员,(贿赂事件的)中间人
bagnio ['bɑ:njəu] n.（意大利或土耳其的）澡堂,监狱,妓院
bagpipe ['bægpaip] n.风笛
baguette [bæ'get] n.法国棍子面包
bagwig ['bægwig] n.袋装假发
bagworm ['bægwə:m] n.结草虫
bah [bɑ:] int.呸!
baht [bɑ:t] n.铢,泰国货币单位,铢的硬币
bail [beil] n.保释,保证金,保证人v.保释,舀水
bailable ['beiləbl] adj.可保释的,可交保的
bailee ['bei'li:] n.(保管)受托者
bailey ['beili] n.城壁,城堡外庭
bailie ['beili] n.市政官
bailiff ['beilif] n.执行官,法庭监守,法警,监守者,地主管家的,镇长
bailiwick ['beiliwik] n.执行官之职,范围
bailment ['beilmənt] n.寄托,保释
bailor ['beilə] n.寄托人
bailout ['beil,aut] n.跳伞,将优先股发给股东作为红利之行为a
bailsman ['beilzmən] n.保释保证人
bairn [bɛən] n.小孩
bait [beit] n.饵,诱惑物vt.以饵引诱(动物),把饵装上
baize [beiz] n.厚羊毛毯,台面呢,粗呢
bake [beik] v.烘焙,烤,烧硬
bakelite ['beikəlait] n.酚醛塑料,人造树胶,胶木,电木
baker ['beikə] n.面包师,面包工人,<美>(便携式)烘炉
bakery ['beikəri] n.面包店
bakeshop n.面包(糕饼)烘房,面包(糕饼)店
baking ['beikiŋ] n.烘焙,一次烘焙的量
baklava ['bɑ:kləvɑ:] n.(土尔其,希腊的)果仁蜜饼
baksheesh ['bækʃi:ʃ] n.津贴,小费
baku [bɑ:'ku:] 菲律宾巴枯帽
balalaika [,bælə'laikə] n.俄式三弦琴
balance ['bæləns] n.秤,天平,平衡,[商]收支差额,结余,余额v.平衡,称,权衡,对比,结算n.资产平稳表
balanced ['bælənst] adj.平稳的,安定的,和谐的
balancer ['bælənsɚ] n.权衡者
balas ['bæləs] n.红玉,红晶石
balata ['bælətə] n.树胶
balboa [bæl'bəuə] n.巴拿马的银币
balbriggan [bæl'brigən] n.棉织物的一种,棉质袜子
balcony ['bælkəni] n.阳台,包厢,(戏院)楼厅
bald [bɔ:ld] adj.光秃的,单调的,枯燥的
baldachin ['bɔ:ldəkin] n.织锦,华盖
balderdash ['bɔ:ldədæʃ] n.胡言乱语,梦呓
baldhead ['bɔ:ldhed] n.秃头的人,鸽的一种
balding ['bɔ:ldiŋ] adj.成为秃头的
baldish ['bɔ:ldiʃ] adj.秃头的,无草木的
baldly ['bɔ:ldli] adv.坦率地
baldness ['bɔ:ldnis] n.光秃,枯燥,率直
baldpate ['bɔ:ldpeit] n.秃头的人
baldric ['bɔ:ldrik] n.(挂剑,号角等的)佩饰,肩带
bale [beil] n.大包,大捆,(指标准量货物,如稻草,麦
baleen [bə'li:n] n.鲸须
balefire ['beil,faiə] n.野火,烽火,焚化尸体的柴堆
baleful ['beilfəl] adj.有害的,恶意的
balefully ['beilfuli] adv.灾难地,有害地
balk [bɔ:k] n.障碍,梁木v.妨碍,(马)不肯前进
balky ['bɔ:ki] adj.停止不前的,倔强的,执拗的
ball [bɔ:l] n.球,球状物,子弹,舞会,尽情地玩
ballad ['bæləd] n.民歌,歌谣,叙事歌,流行歌曲,情歌
ballade [bæ'lɑ:d] n.三节联韵诗,叙事曲
balladry ['bælədri] n.民谣
ballast ['bæləst] n.压舱物,沙囊
ballerina [,bælə'ri:nə] n.芭蕾舞女
ballet ['bælei] n.芭蕾舞,芭蕾舞剧,芭蕾舞乐曲
balletomane [bə'letəmein] n.芭蕾舞迷
ballista [bə'listə] n.发射石块的古代武器
ballistic [bə'listik] adj.弹道的,弹道学的
ballistics [bə'listiks] n.弹道学,发射学
ballonet ['bælənet] n.升降气袋,气囊
balloon [bə'lu:n] n.气球
ballooning [bə'luniŋ] n.气球操纵,乘气球,(蜘蛛)随风飘荡
ballot ['bælət] n.选举票,投票,票数vi.投票
ballottement [bə'lɔtmənt] n.触诊子宫检胎法
ballroom ['bɔ:lru:m] n.大午厅
ballyhoo [,bæli'hu:] n.大肆宣传
ballyrag ['buliræg] v.恫吓,欺负
balm [bɑ:m] n.(止痛或疗伤的)香油,香膏,安慰物
balmily 
balminess ['bɑ:minis] n.芳香,爽快
balmy ['bɑ:mi] adj.芳香的,温和的,止痛的,(空气)温和的
balneology [,bælni'ɔlədʒi] n.浴疗学
baloney [bə'ləuni] n.胡扯,大香肠
balsa ['bɔ:lsə] n.一种轻质木材,筏
balsam ['bɔ:lsəm] n.香液
baluster ['bæləstə] n.栏杆的支柱,栏杆
balustrade [,bælə'streid] n.栏杆
bambino [bæm'bi:nəu] n.小孩,婴孩
bamboo [bæm'bu:] n.竹子
bamboozle [bæm'bu:zl] vt.欺骗,迷惑
ban [bæn] n.禁令vt.禁止,取缔(书刊等)
banal [bə'nɑ:l] adj.平凡的,陈腐的,老一套的
banality [bə'næliti] n.平凡,陈腐
banana [bə'nɑ:nə] n.香蕉
bananas [bə'nɑ:nəz] 疯狂的,糊涂的
band [bænd] n.带子,镶边,波段,队,乐队v.联合,结
band-aid ['bændeid] adj.补缀的,权宜的
bandage ['bændidʒ] n.绷带
bandana [bæn'dænə] n.花色丝质大手帕
bandanna [bæn'dænə] n.大手帕
bandbox ['bænd,bɔks] n.硬纸盒
bandeau ['bændəu] n.细带
banderole ['bændərəul] n.小旗,飘带
bandicoot ['bændi,ku:t] n.害鼠,袋狸
bandit ['bændit] n.强盗
banditry [bæn'ditri] n.盗贼行为,贼党
banditti n.匪徒(bandit的复数形式)
bandmaster ['bænd,mɑ:stɚ] n.军乐队或管乐队首度或指挥
bandog ['bændɔg] n.拴住的狗,猛犬
bandore [bæn'dəuə] n.三弦琴
bandsman ['bændzmən] n.乐手,乐队队员
bandstand ['bændstænd] n.(室外)音乐台,(舞厅的)演奏台
bandwagon ['bænd,wægən] n.乐队花车,流行
bandwidth ['bændwidθ] 带宽
bandy ['bændi] vt.打来打去,交换,传播
bane [bein] n.毒药,祸害
baneberry ['beibəri] n.一种有毒植物,此种植物的果实
baneful ['beinfəl] adj.有害的,使人苦恼的
banefully ['beinfəli] adv.致害地,有毒地
bang [bæŋ] n.重击,突然巨响v.发巨响,重击
bangalore [,bæŋgə'lɔ:] n.炸药桶
bangkok ['bæŋkɔk] 扇形棕榈细纤维
bangle ['bæŋgl] n.手镯,脚镯
bangtail n.<美俚>赛马用的马
bani ['bɑ:ni] n.动员令,恶骂(ban的复数)
banish ['bæniʃ] vt.流放,驱逐,消除
banishment ['bæniʃmənt] n.放逐,驱逐
banister ['bænistə] n.栏杆的支柱,楼梯的扶栏
banjo ['bændʒəu] n.班卓琴,五弦琴
bank [bæŋk] n.银行,堤,岸,沙洲,浅滩,一堆(土),(云)层,储藏所(库)vt.存(款)于银行,储蓄,(车或飞机)倾斜转弯
banker ['bæŋkə] n.银行家
banking ['bæŋkiŋ] n.银行业
bankroll ['bæŋkrəul] n.资金vt.提供资金
bankrupt ['bæŋkrʌpt] n.破产者adj.破产了的,完全丧失vt.使破
bankruptcy ['bæŋkrəptsi] n.破产
banksia ['bæŋksiə] n.[植]拔克西木属
banner ['bænə] n.旗帜,横幅,标语
banneret ['bænərit] n.方旗武士,爵位
bannerol n.小旗,葬旗
bannock ['bænək] n.一种薄饼
banns [bænz] n.结婚预告
banquet ['bæŋkwit] n.宴会
banquette [bæŋ'ket] n.射击壕沟,驾驶后座
banshee [bæn'ʃi:] n.(爱尔兰民俗中的)女妖精
bantam ['bæntəm] n.矮脚鸡
bantamweight ['bæntəmweit] n.最轻量级的选手
banter ['bæntə] n.善意地取笑,逗弄v.善意的与人开玩笑
bantering ['bæntəriŋ] adj.嘲弄的
banteringly ['bæntəriŋli] adv.嘲弄地,半开玩笑地,戏谑地
bantling ['bæntliŋ] n.婴孩,小孩
banyan ['bænjən] n.菩提树,印度榕树
banzai ['bɑ:n'zai] int.<日>万岁!
baobab ['beiəbæb] n.猴面包树,非洲产的一种巨树
baptism ['bæptizəm] n.浸洗,[喻]洗礼,严峻考验
baptismal [bæp'tizməl] adj.洗礼的
baptistery ['bæptistəri] n.洗礼池,洗礼用桶
baptize [bæp'taiz] vt.给人施洗礼(作为入基督教的标志),洗炼,
bar [bɑ:] n.条,棒(常用作栅栏,扣栓物),横木,酒吧
barb [bɑ:b] n.(鱼钩的)倒钩
barbarian [bɑ:'bɛəriən] n.粗鲁无礼的人,野蛮人adj.野蛮的,粗鲁
barbaric [bɑ:'bærik] adj.野蛮的,粗野的,毫无约束的,肆无忌惮的
barbarism ['bɑ:bərizəm] n.野蛮,未开化,原始,不文明
barbarity [bɑ:'bæriti] n.残忍,残暴
barbarization [,bɑ:bərai'zeiʃən] n.野蛮化
barbarize ['bɑ:bə,raiz] v.野蛮(化)
barbarous ['bɑ:bərəs] adj.野蛮的,残暴的,粗野的,(声音)刺耳的,沙哑的
barbate ['bɑ:beit] adj.有须的
barbecue ['bɑ:bikju:] n.吃烤烧肉的野餐
barbed [bɑ:bd] adj.有倒钩的,讽剌的
barbel ['bɑ:bəl] n.触须白鱼之类
barbell ['bɑ:,bel] n.一种运动器械,杠铃
barbellate ['bɑ:bəleit] adj.(植物、动物)有短硬毛的表皮有钩形短刺
barber ['bɑ:bə] n.理发员,理发师vt.为...理发,刮脸等
barberry ['bɑ:beri] n.伏牛花,伏牛花子
barbette [bɑ:'bet] n.炮座,炮塔,露天炮塔
barbican ['bɑ:bikən] n.碉堡或其他类似的防御工事
barbicel ['bɑ:bisel] n.(鸟类的)羽纤支
barbital ['bɑ:bitɔ:l] n.[药]巴比妥(一种镇静剂)
barbiturate [,bɑ:'bi'tjureit] n.[化]巴比妥酸盐
barcarole ['bɑ:kərəul] n.威尼斯的船歌
bard [bɑ:d] n.吟游诗人
bardic ['bɑ:dik] adj.吟游诗人的
bardolater n.崇拜莎士比亚的人
bare [bɛə] adj.赤裸的,无遮蔽的,空的vt.使赤裸,露出
bareback ['bɛəbæk] adj.无鞍的adv.不用马鞍地
barefaced ['bɛəfeist] adj.不隐瞒的,公然的,厚颜无耻的,不戴面
barefoot ['bɛəfut] adj.赤脚的
barefooted ['bɛə'futid] adj.光着脚的adv.未戴帽地
barege [bə'reʒ] n.[纺]巴雷格纱罗(作面纱等用)
bareheaded ['bɛə'hedid] adj.不戴帽子的
barely ['bɛəli] adv.仅仅,刚刚,几乎不能
barfly ['bɑ:flai] n.常赴酒吧的人,酒鬼
bargain ['bɑ:gin] n.契约,合同,成交商品,便宜货v.议价
barge [bɑ:dʒ] n.驳船,游艇vt.用船运输vi.蹒跚,闯入
bargeboard ['bɑ:dʒbɔ:d] n.山形墙桁端的盖板
bargee [bɑ:'dʒi:] n.粗鲁无礼之人,驳船船员
bargeman ['bɑ:dʒmən] n.平底货船的船员,游艇船员
bargemaster ['bɑ:dʒ,mɑ:stə] n.驳船的主人(所有人)
barghest n.(英国民间传说中的)犬状妖怪
baric ['bærik] adj.含钡的,钡的,气压的
barilla [bə'rilə] n.苏打灰
barite ['bɛərait] n.重晶石
baritone ['bæritəun] n.男中音
barium ['bɛəriəm] n.钡
barkeeper ['bɑ:,ki:pə] n.酒吧老板或酒吧招待员
barkentine ['bɑ:kən,ti:n] n.<美>(仅前桅有横帆的)三桅帆船
barker ['bɑ:kə] n.剥树皮工,剥皮机,发出似狗吠的人,杂耍
barking [bɑ:k] 去皮剥皮
barky ['bɑ:ki] adj.含有树皮的,似树皮的
barley ['bɑ:li] n.大麦
barleycorn ['bɑ:likɔ:n] n.大麦粒
barm [bɑ:m] n.酵母
barmaid ['bɑ:meid] n.酒吧间女,招待员
barman ['bɑ:mən] n.酒吧间招待员
barmy ['bɑ:mi] adj.发酵的,发满泡沫的
barn [bɑ:n] n.[农]谷仓,畜棚,畜舍,机器房
barnacle ['bɑ:nəkəl] n.一种北极鹅,藤壶,难以摆脱的人(或物)
barnstorm ['bɑ:nstɔ:m] v.到小城镇巡回演出,在乡区作演说旅行
barnyard ['bɑ:njɑ:d] n.谷仓前的院地,畜棚场,空场(指粗陋,脏的
barogram ['bærə,græm] n.气压记录图,气压记录曲线
barograph ['bærəugrɑ:f] n.自动气压计
barometer [bə'rɔmitə] n.气压计
barometric [,bærə'metrik] adj.大气压力
baron ['bærən] n.男爵(英国世袭的最低级的贵族爵位)
baronage ['bærənidʒ] n.男爵,男爵勋位,贵族
baroness ['bærənis] n.男爵夫人,女性男爵
baronet ['bærənit] n.从男爵
baronetage ['bærənitidʒ] n.从男爵,从男爵爵位,从男爵的名册
baronetcy ['bærəntsi] n.从男爵爵位
barong [bɑ:'rɔŋ] n.大而宽的刀(菲律宾土人用)
baronial [bə'rəuniəl] adj.男爵的,与男爵有关的,宏大的
barony ['bærəni] n.男爵的领地、爵位
baroque [bə'rəuk] n.巴洛克时期艺术和建筑风格的,巴洛克式adj.巴洛克式的,结构复杂的,形式怪样的
baroscope ['bærəskəup] n.气压计的一种
barouche [bə'ru:ʃ] n.一种四轮两座大马车
barque [bɑ:k] n.三桅帆船,船
barrack ['bærək] n.(临时性)木板房,兵舍,军营vt.使驻兵营
barracks ['bærəks] n.兵营,许多人居住的简陋房舍
barracoon [,bærə'ku:n] n.待贩运的奴隶的临时禁闭处
barracuda [,bærə'ku:də] n.鱼,梭鱼类
barrage [bə'rɑ:ʒ] n.拦河坝,堰,阻塞,(敌军前进的)弹幕射击
barramunda [,bɛərə'mʌndə] n.[动]澳洲肺鱼
barranca [bə'ræŋkə] n.<美>美国西南部的峡谷,悬崖,峭壁,陡岸
barratry ['bærətri] n.诉讼教唆
barred [bɑ:d] adj.有木栅的,隔绝的,被禁止的
barrel ['bærəl] n.桶vt.装入桶内
barrelful ['bærəlful] n.一桶之量,大量
barrelhouse ['bærəlhaus] n.<美>旧指廉价小酒馆,(一种早期胡敲乱奏
barren ['bærən] adj.不生育的,不孕的,贫瘠的,没有结果的
barrenness ['bærənnis] 不育症,不孕症
barrette [bə'ret] n.发夹,(女用)条状发夹
barricade [,bæri'keid] v.设路障n.路障
barricado n.&vt.<古>=barricade
barrier ['bæriə] n.(阻碍通道的)障碍物,栅栏,屏障
barring ['bɑ:riŋ] prep.不包括,除非
barrio ['bɑ:riəu] n.<西>地方行政区域
barrister ['bæristə] n.(在英国有资格出席高等法庭并辩护的)律师,法律顾问
barroom ['bɑ:ru:m] n.酒吧间
barrow ['bærəu] n.手推车
bartender ['bɑ:,tendə] n.酒吧间销售酒精饮料的人,酒吧间男招待
barter ['bɑ:tə] n.物品交换,实物交易v.物品交换,交换
barterer n.交易商
bartizan ['bɑ:təzn] n.小望台,顶塔
barton ['bɑ:tən] n.农家的庭院
baryta [bə'raitə] n.重土,氧化钡
basal ['beisl] adj.基础的,基本的,基部的,构成基部的
basalt [bə'sɔ:lt] n.玄武岩,黑陶器(似玄武岩的制品)
bascule ['bæskju:l] n.活动结构
base [beis] n.底部,基础,根据地,基地,本部,基数,(运动)出发点vt.以...作基础,基于...adj.卑鄙的,低级的
baseball ['beis,bɔ:l] n.棒球,棒球运动
baseband 基带
baseboard ['beisbɔ:d] n.护壁板,脚板
based [beist] v.立基于,基于...,以...为基础,vbl.建立
baseless ['beislis] adj.无根据的
baseline ['beislain] n.[计]基线
baseman ['beismən] n.一(二、三)垒手,守垒员
basement ['beismənt] n.地下室,墙脚
basenji [bə'sendʒi] n.[动]巴辛吉(产于非洲的小猎狗)
bases ['beisi:z] [base的复数,见base
bash [bæʃ] v.怒殴,打坏,<美俚>盛会,狂欢n.怒殴,猛击
bashaw [bə'ʃɔ:] n.(=pasha)土耳其人对权贵之尊称,大人物
bashful ['bæʃfəl] adj.害羞的
bashfully ['bæʃfuli] adv.羞怯地,内向地
bashfulness ['bæʃfulnis] 
basic ['beisik] n.基本,要素,基础adj.基本的,碱性的n.
basically ['beisikəli] adv.基本上,主要地
basicity [bei'sisiti] n.碱度,碱性度
basidiomycete [bə'sidiəmai'si:t] n.担子菌类
basidiospore [bə'sidiəspɔə] n.[植]担子孢子
basidium [bə'sidiəm] n.孢子台,芽孢台
basifixed adj.基部(下部)附着的
basify ['beisifai] v.[化]碱化
basil ['bæzil] n.罗勒,罗勒属植物
basilar ['bæsilə] adj.基部的,头盖骨底部的
basilica [bə'zilikə] n.(古罗马)长方形会堂,长方形基督教堂
basilisk ['bæzilisk] n.(神话中的)蜥蜴状妖怪,蛇怪一种老式火炮
basin ['beisn] n.盆,盆地,水池
basinet ['bæsənit] n.一种轻钢盔
basinful n.满盆,满盆之量
basipetal [bei'sipətl] adj.由上往下的
basis ['beisis] n.基础,基本,根据,主要成分(或要素),(
bask [bæsk] vi.晒太阳(享受温暖),感到温暖,愉快或舒
basket ['bɑ:skit] n.篮,一篮
basketball ['bæskitbɔ:l] n.篮球,篮球运动
basketry ['bɑ:skitri] n.篮筐,篓编织品,编制工艺
basketwork ['bæskitwə:k] n.编织物
basophil ['beisə,fail] n.嗜碱细胞,(宗教仪式使用的)大浅盆
bass ['beis] n.低音部,男低音,低音乐器adj.低音的
basset ['bæsit] n.一种矮脚的猎犬,露出vi.呈现,露出
bassinet [,bæsi'net] n.摇篮,摇篮车
bassist ['beisist] n.低音歌手,低音乐器的演奏者
basso ['bæsəu] n.低音部,低音歌手
bassoon [bə'zu:n] n.低音管,巴颂管
bassoonist [bə'su:nist] n.巴颂吹奏者
basswood ['bæs,wud] n.椴木
bast [bæst] n.树的内皮,韧皮
bastard ['bæstəd] n.私生子
bastardy ['bæstə:di] n.私生子,庶出
baste [beist] v.倒脂油于(烤肉上,以防烤干)
bastille [bæs'ti:l] n.城堡,监狱
basting ['beistiŋ] n.疏缝,疏缝的针脚,疏缝用线,涂油
bastion ['bæstiən] n.(可扩大射击范围的)棱堡,堡垒,阵地工事
bat [bæt] n.蝙蝠,球棒v.用球棒击球[计]批处理文件的扩展名abbr.[军]BasicArmorTraining,装甲兵基础训练
batch [bætʃ] n.(面包等)一炉,一批
bate [beit] vt.减弱,减少,抑制
bateau [bæ'təu] n.小舟
batfish ['bætfiʃ] n.蝙蝠鱼科的鱼
batfowl ['bætfaul] v.夜晚以灯火诱捕鸟
bath [bɑ:θ] n.沐浴,浴室
bathe [beið] v.沐浴,洗,(光线)充满n.洗澡
bather ['beiðə] n.入浴者,浴疗者
bathetic [bə'θetik] adj.平庸的,陈腐的,顿降的
bathing ['beiðiŋ] n.游泳,洗海水澡
batholith ['bæθəliθ] n.底盘,岩基
bathometer [bə'θɔmitə] n.水深测量计
bathos ['beiθɔs] n.突降法,陈腐的,虚伪的
bathrobe ['bæθrəub] n.浴衣
bathroom ['bæθrum] n.浴室,盥洗室
bathtub ['bɑ:θtʌb] n.浴缸,澡盆
bathyal 半深海(底)的
bathymetric [,bæθi'metrik] adj.(海洋)深测术的,测海学的
bathymetry [bə'θimətri] n.(海洋)深测术,测海学
bathyscaphe ['bæθiskæf] n.深海潜水器
bathysphere ['bæθisfiə] n.深海调查用球形潜水装置
batik ['bætik] n.用蜡染色法,用蜡染色的布
bating ['beitiŋ] prep.除...之外
batiste [bæ'ti:st] n.薄织的麻布
batman ['bætmən] n.(英军的)传令兵,勤务员,通讯员
baton [bæ'tən] n.司令棒,指挥棒,警棍
batrachian [bə'treikiən] adj.蛙类的,无尾两栖类的n.无尾两栖动物
batsman ['bætsmən] n.(板球的)击球手
batt [bæt] n.棉絮
battalion [bə'tæljən] n.军营,军队
